checked,sitename,city,lat,lon,scientificname,commonname,genus,cultivar,author,citation_year,treatment,date,time,month,year,raw_date,dateloc,trait,mean,units,n,statname,stat,notes,entity,method
checked,University of Wisconsin Biotron,Madison,43.08,-89.42,Populus tremuloides,quaking aspen,Populus,NA,Serbin,2012,cool temperature regime (20/13),NA,NA,NA,NA,NA,NA,stomatal_conductance,14.0,kg m-2 s-1,1,NA,[missing],SASP_3_17_20C_REP1,NA,NA
checked,University of Wisconsin Biotron,Madison,43.08,-89.42,Populus tremuloides,quaking aspen,Populus,NA,Serbin,2012,cool temperature regime (20/13),NA,NA,NA,NA,NA,NA,stomatal_conductance,12.2,kg m-2 s-1,1,NA,[missing],SASP_3_18_20C_REP1,NA,NA
checked,NA,Bad Abbach,48.94,12.04,Populus tremula × tremuloides,NA,Populus,Astria,Hofmann-Schielle,1999,N1fert,1992,Time Level of Confidence Unknown,NA,1992,1992-06-14 19:00:00 -0500,8,height,5.11,m,NA,NA,[missing],NA,NA,NA
checked,NA,Bad Abbach,48.94,12.04,Populus tremula × tremuloides,NA,Populus,Astria,Hofmann-Schielle,1999,Pfert/KFert/MgFert,1987,Time Level of Confidence Unknown,NA,1987,1987-06-14 19:00:00 -0500,8,height,6.76,m,NA,NA,[missing],NA,NA,NA
checked,NA,Bad Abbach,48.94,12.04,Populus tremula × tremuloides,NA,Populus,Astria,Hofmann-Schielle,1999,N1Fert/PFert/KFert/MgFert,1992,Time Level of Confidence Unknown,NA,1992,1992-06-14 19:00:00 -0500,8,height,5.07,m,NA,NA,[missing],NA,NA,NA
checked,NA,Bad Abbach,48.94,12.04,Populus tremula × tremuloides,NA,Populus,Astria,Hofmann-Schielle,1999,Nfert/RowSpacing,1987,Time Level of Confidence Unknown,NA,1987,1987-06-14 19:00:00 -0500,8,height,6.84,m,NA,NA,[missing],NA,NA,NA
checked,NA,Bad Abbach,48.94,12.04,Populus tremula × tremuloides,NA,Populus,Astria,Hofmann-Schielle,1999,Nfert/RowSpacing,1992,Time Level of Confidence Unknown,NA,1992,1992-06-14 19:00:00 -0500,8,height,5.59,m,NA,NA,[missing],NA,NA,NA
checked,NA,Bad Abbach,48.94,12.04,Populus tremula × tremuloides,NA,Populus,Astria,Hofmann-Schielle,1999,Nfert/RowSpacing,1987,Time Level of Confidence Unknown,NA,1987,1987-06-14 19:00:00 -0500,8,height,6.97,m,NA,NA,[missing],NA,NA,NA
checked,NA,Bad Abbach,48.94,12.04,Populus tremula × tremuloides,NA,Populus,Astria,Hofmann-Schielle,1999,NfertPFertKFertMgFertRowSpacing,1992,Time Level of Confidence Unknown,NA,1992,1992-06-14 19:00:00 -0500,8,height,5.11,m,NA,NA,[missing],NA,NA,NA
checked,NA,Bad Abbach,48.94,12.04,Populus tremula × tremuloides,NA,Populus,Astria,Hofmann-Schielle,1999,Unfertilized/RowSpacing,1987,Time Level of Confidence Unknown,NA,1987,1987-06-14 19:00:00 -0500,8,height,7.19,m,NA,NA,[missing],NA,NA,NA
checked,NA,Bad Abbach,48.94,12.04,Populus tremula × tremuloides,NA,Populus,Astria,Hofmann-Schielle,1999,NfertRowSpacing,1992,Time Level of Confidence Unknown,NA,1992,1992-06-14 19:00:00 -0500,8,height,5.28,m,NA,NA,[missing],NA,NA,NA
checked,NA,Bad Abbach,48.94,12.04,Populus tremula × tremuloides,NA,Populus,Astria,Hofmann-Schielle,1999,NfertRowSpacing,1987,Time Level of Confidence Unknown,NA,1987,1987-06-14 19:00:00 -0500,8,height,6.76,m,NA,NA,[missing],NA,NA,NA
checked,NA,Bad Abbach,48.94,12.04,Populus trichocarpa,NA,Populus,Muhle Larsen,Hofmann-Schielle,1999,NfertRowSpacing,1992,Time Level of Confidence Unknown,NA,1992,1992-06-14 19:00:00 -0500,8,height,6.91,m,NA,NA,[missing],NA,NA,NA
checked,NA,Bad Abbach,48.94,12.04,Populus trichocarpa,NA,Populus,Muhle Larsen,Hofmann-Schielle,1999,NfertRowSpacing,1987,Time Level of Confidence Unknown,NA,1987,1987-06-14 19:00:00 -0500,8,height,7.08,m,NA,NA,[missing],NA,NA,NA
checked,NA,Bad Abbach,48.94,12.04,Populus trichocarpa,NA,Populus,Muhle Larsen,Hofmann-Schielle,1999,NfertRowSpacing,1992,Time Level of Confidence Unknown,NA,1992,1992-06-14 19:00:00 -0500,8,height,7.31,m,NA,NA,[missing],NA,NA,NA
checked,NA,Bad Abbach,48.94,12.04,Populus trichocarpa,NA,Populus,Muhle Larsen,Hofmann-Schielle,1999,plant date/rotation/fer,1987,Time Level of Confidence Unknown,NA,1987,1987-06-14 19:00:00 -0500,8,height,8.25,m,NA,NA,[missing],NA,NA,NA
checked,NA,Bad Abbach,48.94,12.04,Populus trichocarpa,NA,Populus,Muhle Larsen,Hofmann-Schielle,1999,plant date/rotation/fer,1992,Time Level of Confidence Unknown,NA,1992,1992-06-14 19:00:00 -0500,8,height,7.79,m,NA,NA,[missing],NA,NA,NA
checked,NA,Bad Abbach,48.94,12.04,Populus trichocarpa,NA,Populus,Muhle Larsen,Hofmann-Schielle,1999,plant date/rotation/fer,1987,Time Level of Confidence Unknown,NA,1987,1987-06-14 19:00:00 -0500,8,height,7.62,m,NA,NA,[missing],NA,NA,NA
checked,NA,Bad Abbach,48.94,12.04,Populus trichocarpa,NA,Populus,Muhle Larsen,Hofmann-Schielle,1999,plant date/rotation/fer,1992,Time Level of Confidence Unknown,NA,1992,1992-06-14 19:00:00 -0500,8,height,7.79,m,NA,NA,[missing],NA,NA,NA
checked,NA,NA,[missing],[missing],Populus deltoides,eastern cottonwood,Populus,NA,Wang,2010,observational,Unrecognized Value for Date Level of Confidence,NA,NA,NA,2010-05-31 19:00:00 -0500,6.5,Jmax,130,umol photons m-2 s-1,5,SD,23.680,NA,NA,NA
checked,NA,NA,[missing],[missing],Populus deltoides,eastern cottonwood,Populus,NA,Wang,2010,observational,Unrecognized Value for Date Level of Confidence,NA,NA,NA,2010-05-31 19:00:00 -0500,6.5,leaf_respiration_rate_m2,3.84,umol CO2 m-2 s-1,5,SD,1.174,NA,NA,NA
checked,NA,NA,[missing],[missing],Populus deltoides,eastern cottonwood,Populus,NA,Wang,2010,observational,June 2010,NA,6,2010,2010-05-31 19:00:00 -0500,6,SLA,15.4,m2 kg-1,9,SD,1.074,NA,NA,NA
checked,NA,NA,[missing],[missing],Populus deltoides,eastern cottonwood,Populus,NA,Wang,2010,observational,August 2010,NA,8,2010,2010-07-31 19:00:00 -0500,6,SLA,15.4,m2 kg-1,12,SD,3.435,NA,NA,NA
checked,NA,NA,[missing],[missing],Populus deltoides,eastern cottonwood,Populus,NA,Wang,2010,observational,September 2010,NA,9,2010,2010-08-31 19:00:00 -0500,6,SLA,12.6,m2 kg-1,8,SD,2.441,NA,NA,NA
checked,NA,NA,[missing],[missing],Populus deltoides,eastern cottonwood,Populus,NA,Wang,2010,observational,June 2010,NA,6,2010,2010-05-31 19:00:00 -0500,6,leafC,43.3,percent,9,SD,4.395,NA,NA,NA
checked,NA,NA,[missing],[missing],Populus deltoides,eastern cottonwood,Populus,NA,Wang,2010,observational,August 2010,NA,8,2010,2010-07-31 19:00:00 -0500,6,leafC,47.4,percent,9,SD,1.201,NA,NA,NA
checked,NA,NA,[missing],[missing],Populus deltoides,eastern cottonwood,Populus,NA,Wang,2010,observational,September 2010,NA,9,2010,2010-08-31 19:00:00 -0500,6,leafC,48.5,percent,9,SD,1.466,NA,NA,NA
checked,NA,NA,[missing],[missing],Populus deltoides,eastern cottonwood,Populus,NA,Wang,2010,observational,June 2010,NA,6,2010,2010-05-31 19:00:00 -0500,6,leafN,2.09,percent,9,SD,0.378,NA,NA,NA
checked,NA,NA,[missing],[missing],Populus deltoides,eastern cottonwood,Populus,NA,Wang,2010,observational,August 2010,NA,8,2010,2010-07-31 19:00:00 -0500,6,leafN,3.09,percent,9,SD,0.943,NA,NA,NA
checked,NA,NA,[missing],[missing],Populus deltoides,eastern cottonwood,Populus,NA,Wang,2010,observational,September 2010,NA,9,2010,2010-08-31 19:00:00 -0500,6,leafN,3.72,percent,9,SD,0.301,NA,NA,NA
checked,NA,NA,[missing],[missing],Populus deltoides,eastern cottonwood,Populus,NA,Wang,2010,observational,June 2010,NA,6,2010,2010-05-31 19:00:00 -0500,6,c2n_leaf,21.3,ratio,9,SD,4.516,NA,NA,NA
checked,NA,NA,[missing],[missing],Populus deltoides,eastern cottonwood,Populus,NA,Wang,2010,observational,August 2010,NA,8,2010,2010-07-31 19:00:00 -0500,6,c2n_leaf,16.9,ratio,9,SD,5.704,NA,NA,NA
checked,NA,NA,[missing],[missing],Populus deltoides,eastern cottonwood,Populus,NA,Wang,2010,observational,September 2010,NA,9,2010,2010-08-31 19:00:00 -0500,6,c2n_leaf,13.1,ratio,9,SD,0.734,NA,NA,NA
checked,NA,"Orleans, Loire Valley",47.77,1.87,Populus nigra,Lombardy poplar,Populus,NA,Marron,2007,Observational,June 2005,Time Level of Confidence Unknown,6,2005,2005-06-14 19:00:00 -0500,6,LA,106,cm2 / plant,4,SE,10.800,NA,NA,NA
checked,NA,"Orleans, Loire Valley",47.77,1.87,Populus deltoides,eastern cottonwood,Populus,NA,Marron,2007,Observational,June 2005,Time Level of Confidence Unknown,6,2005,2005-06-14 19:00:00 -0500,6,LA,206,cm2 / plant,4,SE,16.400,NA,NA,NA
checked,NA,"Orleans, Loire Valley",47.77,1.87,Populus trichocarpa,NA,Populus,NA,Marron,2007,Observational,June 2005,Time Level of Confidence Unknown,6,2005,2005-06-14 19:00:00 -0500,6,LA,253,cm2 / plant,4,SE,40.100,NA,NA,NA
checked,NA,"Orleans, Loire Valley",47.77,1.87,Populus trichocarpa,NA,Populus,NA,Marron,2007,Observational,June 2005,Time Level of Confidence Unknown,6,2005,2005-06-14 19:00:00 -0500,6,SLA,16.3,m2 kg-1,4,SE,0.930,NA,NA,NA
checked,NA,"Orleans, Loire Valley",47.77,1.87,Populus deltoides,eastern cottonwood,Populus,NA,Marron,2007,Observational,June 2005,Time Level of Confidence Unknown,6,2005,2005-06-14 19:00:00 -0500,6,SLA,17.5,m2 kg-1,4,SE,1.100,NA,NA,NA
checked,NA,"Orleans, Loire Valley",47.77,1.87,Populus nigra,Lombardy poplar,Populus,NA,Marron,2007,Observational,June 2005,Time Level of Confidence Unknown,6,2005,2005-06-14 19:00:00 -0500,6,SLA,16.2,m2 kg-1,4,SE,0.610,NA,NA,NA
checked,EBI Energy farm,Urbana,40.06,-88.20,Populus deltoides,eastern cottonwood,Populus,NA,Wang,2010,observational,NA,NA,NA,NA,NA,4,stomatal_slope,5.63,ratio,3,SD,1.120,NA,NA,NA
checked,EBI Energy farm,Urbana,40.06,-88.20,Populus deltoides,eastern cottonwood,Populus,NA,Wang,2010,observational,NA,NA,NA,NA,NA,4,stomatal_slope,5.66,ratio,3,SD,0.980,NA,NA,NA
checked,EBI Energy farm,Urbana,40.06,-88.20,Populus deltoides,eastern cottonwood,Populus,NA,Wang,2010,observational,NA,NA,NA,NA,NA,4,stomatal_slope,4.58,ratio,3,SD,0.780,NA,NA,NA
checked,EBI Energy farm,Urbana,40.06,-88.20,Populus deltoides,eastern cottonwood,Populus,NA,Wang,2010,observational,NA,NA,NA,NA,NA,4,stomatal_slope,7.74,ratio,3,SD,0.520,NA,NA,NA
checked,University of Wisconsin Biotron,Madison,43.08,-89.42,Populus deltoides,eastern cottonwood,Populus,NA,Serbin,2012,cool temperature regime (20/13),NA,NA,NA,NA,NA,NA,stomatal_conductance,30.0,kg m-2 s-1,1,NA,[missing],WCW_6_3_20C_REP1,NA,NA
checked,University of Wisconsin Biotron,Madison,43.08,-89.42,Populus deltoides,eastern cottonwood,Populus,NA,Serbin,2012,cool temperature regime (20/13),NA,NA,NA,NA,NA,NA,stomatal_conductance,28.2,kg m-2 s-1,1,NA,[missing],WCW_6_3_20C_REP2,NA,NA
checked,University of Wisconsin Biotron,Madison,43.08,-89.42,Populus deltoides,eastern cottonwood,Populus,NA,Serbin,2012,cool temperature regime (20/13),NA,NA,NA,NA,NA,NA,stomatal_conductance,25.6,kg m-2 s-1,1,NA,[missing],WCW_6_4_20C_REP1,NA,NA
checked,University of Wisconsin Biotron,Madison,43.08,-89.42,Populus deltoides,eastern cottonwood,Populus,NA,Serbin,2012,cool temperature regime (20/13),NA,NA,NA,NA,NA,NA,stomatal_conductance,39.5,kg m-2 s-1,1,NA,[missing],WCW_6_4_20C_REP2,NA,NA
checked,University of Wisconsin Biotron,Madison,43.08,-89.42,Populus tremuloides,quaking aspen,Populus,NA,Serbin,2012,warm temperature regime (25/18),NA,NA,NA,NA,NA,NA,stomatal_conductance,10.2,kg m-2 s-1,1,NA,[missing],NASP_1_16_25C_REP1,NA,NA
checked,University of Wisconsin Biotron,Madison,43.08,-89.42,Populus tremuloides,quaking aspen,Populus,NA,Serbin,2012,hot temperature regime (30/23),NA,NA,NA,NA,NA,NA,stomatal_conductance,6.46,kg m-2 s-1,1,NA,[missing],NASP_2_6_30C_REP2,NA,NA
checked,University of Wisconsin Biotron,Madison,43.08,-89.42,Populus tremuloides,quaking aspen,Populus,NA,Serbin,2012,hot temperature regime (30/23),NA,NA,NA,NA,NA,NA,stomatal_conductance,11.2,kg m-2 s-1,1,NA,[missing],NASP_5_15_30C_REP1,NA,NA
checked,AspenFACE,Rhinelander,45.67,-89.62,Populus tremuloides,quaking aspen,Populus,NA,Darbah,2010,ambient CO2/High Temp,NA,NA,NA,NA,NA,4,stomatal_conductance,2.78,kg m-2 s-1,3,SE,1.110,NA,NA,NA
checked,AspenFACE,Rhinelander,45.67,-89.62,Populus tremuloides,quaking aspen,Populus,NA,Darbah,2010,elevated CO2/High Temp,NA,NA,NA,NA,NA,4,stomatal_conductance,5.55,kg m-2 s-1,3,SE,1.110,NA,NA,NA
checked,AspenFACE,Rhinelander,45.67,-89.62,Populus tremuloides,quaking aspen,Populus,NA,Darbah,2010,ambient CO2/Low Temp,NA,NA,NA,NA,NA,4,stomatal_conductance,8.88,kg m-2 s-1,3,SE,1.110,NA,NA,NA
checked,AspenFACE,Rhinelander,45.67,-89.62,Populus tremuloides,quaking aspen,Populus,NA,Darbah,2010,elevated CO2/Low Temp,NA,NA,NA,NA,NA,4,stomatal_conductance,6.11,kg m-2 s-1,3,SE,0.555,NA,NA,NA
checked,AspenFACE,Rhinelander,45.67,-89.62,Populus tremuloides,quaking aspen,Populus,NA,Darbah,2010,ambient CO2/High Temp,NA,NA,NA,NA,NA,4,stomatal_conductance,2.78,kg m-2 s-1,3,SE,1.665,NA,NA,NA
checked,AspenFACE,Rhinelander,45.67,-89.62,Populus tremuloides,quaking aspen,Populus,NA,Darbah,2010,elevated CO2/High Temp,NA,NA,NA,NA,NA,4,stomatal_conductance,5.55,kg m-2 s-1,3,SE,1.110,NA,NA,NA
checked,AspenFACE,Rhinelander,45.67,-89.62,Populus tremuloides,quaking aspen,Populus,NA,Darbah,2010,ambient CO2/Low Temp,NA,NA,NA,NA,NA,4,stomatal_conductance,5.00,kg m-2 s-1,3,SE,1.665,NA,NA,NA
checked,AspenFACE,Rhinelander,45.67,-89.62,Populus tremuloides,quaking aspen,Populus,NA,Darbah,2010,elevated CO2/Low Temp,NA,NA,NA,NA,NA,4,stomatal_conductance,5.00,kg m-2 s-1,3,SE,0.555,NA,NA,NA
checked,AspenFACE,Rhinelander,45.67,-89.62,Populus tremuloides,quaking aspen,Populus,NA,Darbah,2010,ambient CO2/High Temp,NA,NA,NA,NA,NA,4,stomatal_conductance,1.11,kg m-2 s-1,3,SE,0.555,NA,NA,NA
checked,AspenFACE,Rhinelander,45.67,-89.62,Populus tremuloides,quaking aspen,Populus,NA,Darbah,2010,elevated CO2/High Temp,NA,NA,NA,NA,NA,4,stomatal_conductance,1.67,kg m-2 s-1,3,SE,0.555,NA,NA,NA
checked,University of Wisconsin Biotron,Madison,43.08,-89.42,Populus deltoides,eastern cottonwood,Populus,NA,Serbin,2012,warm temperature regime (25/18),NA,NA,NA,NA,NA,NA,stomatal_conductance,8.49,kg m-2 s-1,1,NA,[missing],WCW_1_20_25C_REP2,NA,NA
checked,University of Wisconsin Biotron,Madison,43.08,-89.42,Populus deltoides,eastern cottonwood,Populus,NA,Serbin,2012,warm temperature regime (25/18),NA,NA,NA,NA,NA,NA,stomatal_conductance,6.49,kg m-2 s-1,1,NA,[missing],WCW_1_25_25C_REP2,NA,NA
checked,University of Wisconsin Biotron,Madison,43.08,-89.42,Populus deltoides,eastern cottonwood,Populus,NA,Serbin,2012,warm temperature regime (25/18),NA,NA,NA,NA,NA,NA,stomatal_conductance,6.69,kg m-2 s-1,1,NA,[missing],WCW_1_29_25C_REP2,NA,NA
checked,University of Wisconsin Biotron,Madison,43.08,-89.42,Populus deltoides,eastern cottonwood,Populus,NA,Serbin,2012,warm temperature regime (25/18),NA,NA,NA,NA,NA,NA,stomatal_conductance,8.65,kg m-2 s-1,1,NA,[missing],WCW_1_TP4_25C_REP2,NA,NA
checked,University of Wisconsin Biotron,Madison,43.08,-89.42,Populus deltoides,eastern cottonwood,Populus,NA,Serbin,2012,warm temperature regime (25/18),NA,NA,NA,NA,NA,NA,stomatal_conductance,18.1,kg m-2 s-1,1,NA,[missing],WCW_4_10_25C_REP1,NA,NA
checked,University of Wisconsin Biotron,Madison,43.08,-89.42,Populus deltoides,eastern cottonwood,Populus,NA,Serbin,2012,warm temperature regime (25/18),NA,NA,NA,NA,NA,NA,stomatal_conductance,9.51,kg m-2 s-1,1,NA,[missing],WCW_4_10_25C_REP2,NA,NA
checked,University of Wisconsin Biotron,Madison,43.08,-89.42,Populus deltoides,eastern cottonwood,Populus,NA,Serbin,2012,warm temperature regime (25/18),NA,NA,NA,NA,NA,NA,stomatal_conductance,21.0,kg m-2 s-1,1,NA,[missing],WCW_4_11_25C_REP2,NA,NA
checked,University of Wisconsin Biotron,Madison,43.08,-89.42,Populus deltoides,eastern cottonwood,Populus,NA,Serbin,2012,warm temperature regime (25/18),NA,NA,NA,NA,NA,NA,stomatal_conductance,15.7,kg m-2 s-1,1,NA,[missing],WCW_4_12_25C_REP1,NA,NA
checked,University of Wisconsin Biotron,Madison,43.08,-89.42,Populus deltoides,eastern cottonwood,Populus,NA,Serbin,2012,warm temperature regime (25/18),NA,NA,NA,NA,NA,NA,stomatal_conductance,14.1,kg m-2 s-1,1,NA,[missing],WCW_4_12_25C_REP2,NA,NA
checked,University of Wisconsin Biotron,Madison,43.08,-89.42,Populus deltoides,eastern cottonwood,Populus,NA,Serbin,2012,warm temperature regime (25/18),NA,NA,NA,NA,NA,NA,stomatal_conductance,15.2,kg m-2 s-1,1,NA,[missing],WCW_4_16_25C_REP2,NA,NA
checked,University of Wisconsin Biotron,Madison,43.08,-89.42,Populus deltoides,eastern cottonwood,Populus,NA,Serbin,2012,warm temperature regime (25/18),NA,NA,NA,NA,NA,NA,stomatal_conductance,12.2,kg m-2 s-1,1,NA,[missing],WCW_4_33_25C_REP2,NA,NA
checked,University of Wisconsin Biotron,Madison,43.08,-89.42,Populus deltoides,eastern cottonwood,Populus,NA,Serbin,2012,warm temperature regime (25/18),NA,NA,NA,NA,NA,NA,stomatal_conductance,22.1,kg m-2 s-1,1,NA,[missing],WCW_4_TP13_25C_REP2,NA,NA
checked,University of Wisconsin Biotron,Madison,43.08,-89.42,Populus deltoides,eastern cottonwood,Populus,NA,Serbin,2012,hot temperature regime (30/23),NA,NA,NA,NA,NA,NA,stomatal_conductance,12.5,kg m-2 s-1,1,NA,[missing],WCW_2_18_30C_REP1,NA,NA
checked,University of Wisconsin Biotron,Madison,43.08,-89.42,Populus deltoides,eastern cottonwood,Populus,NA,Serbin,2012,hot temperature regime (30/23),NA,NA,NA,NA,NA,NA,stomatal_conductance,25.8,kg m-2 s-1,1,NA,[missing],WCW_2_19_30C_REP2,NA,NA
checked,University of Wisconsin Biotron,Madison,43.08,-89.42,Populus deltoides,eastern cottonwood,Populus,NA,Serbin,2012,hot temperature regime (30/23),NA,NA,NA,NA,NA,NA,stomatal_conductance,16.9,kg m-2 s-1,1,NA,[missing],WCW_2_20_30C_REP2,NA,NA
checked,University of Wisconsin Biotron,Madison,43.08,-89.42,Populus deltoides,eastern cottonwood,Populus,NA,Serbin,2012,hot temperature regime (30/23),NA,NA,NA,NA,NA,NA,stomatal_conductance,14.3,kg m-2 s-1,1,NA,[missing],WCW_2_21_30C_REP2,NA,NA
checked,University of Wisconsin Biotron,Madison,43.08,-89.42,Populus deltoides,eastern cottonwood,Populus,NA,Serbin,2012,hot temperature regime (30/23),NA,NA,NA,NA,NA,NA,stomatal_conductance,23.4,kg m-2 s-1,1,NA,[missing],WCW_2_22_30C_REP2,NA,NA
checked,University of Wisconsin Biotron,Madison,43.08,-89.42,Populus deltoides,eastern cottonwood,Populus,NA,Serbin,2012,hot temperature regime (30/23),NA,NA,NA,NA,NA,NA,stomatal_conductance,15.2,kg m-2 s-1,1,NA,[missing],WCW_2_TP7_30C_REP2,NA,NA
checked,University of Wisconsin Biotron,Madison,43.08,-89.42,Populus deltoides,eastern cottonwood,Populus,NA,Serbin,2012,hot temperature regime (30/23),NA,NA,NA,NA,NA,NA,stomatal_conductance,20.8,kg m-2 s-1,1,NA,[missing],WCW_2_TP8_30C_REP2,NA,NA
checked,University of Wisconsin Biotron,Madison,43.08,-89.42,Populus deltoides,eastern cottonwood,Populus,NA,Serbin,2012,hot temperature regime (30/23),NA,NA,NA,NA,NA,NA,stomatal_conductance,28.0,kg m-2 s-1,1,NA,[missing],WCW_5_11_30C_REP1,NA,NA
checked,University of Wisconsin Biotron,Madison,43.08,-89.42,Populus deltoides,eastern cottonwood,Populus,NA,Serbin,2012,hot temperature regime (30/23),NA,NA,NA,NA,NA,NA,stomatal_conductance,18.7,kg m-2 s-1,1,NA,[missing],WCW_5_12_30C_REP1,NA,NA
checked,University of Wisconsin Biotron,Madison,43.08,-89.42,Populus deltoides,eastern cottonwood,Populus,NA,Serbin,2012,hot temperature regime (30/23),NA,NA,NA,NA,NA,NA,stomatal_conductance,14.0,kg m-2 s-1,1,NA,[missing],WCW_5_12_30C_REP2,NA,NA
