checked,sitename,city,lat,lon,scientificname,commonname,genus,cultivar,author,citation_year,treatment,date,time,month,year,raw_date,dateloc,trait,mean,units,n,statname,stat,notes,entity,method
checked,NA,Booneville,35.08,-93.98,Panicum virgatum,switchgrass,Panicum,Alamo,Burner,2009,observational,Unrecognized Value for Date Level of Confidence,Time Level of Confidence Unknown,NA,NA,2004-08-30 19:00:00 -0500,6.5,leafN,1.25,percent,4,SE,0.030,NA,NA,NA
checked,NA,Booneville,35.08,-93.98,Panicum virgatum,switchgrass,Panicum,Alamo,Burner,2009,observational,October 2005,Time Level of Confidence Unknown,10,2005,2005-10-14 19:00:00 -0500,6,leafN,1.5,percent,4,SE,0.070,NA,NA,NA
checked,NA,Booneville,35.08,-93.98,Panicum virgatum,switchgrass,Panicum,Alamo,Burner,2009,observational,Unrecognized Value for Date Level of Confidence,Time Level of Confidence Unknown,NA,NA,2004-08-30 19:00:00 -0500,6.5,stem_starch,6.14,percent,4,SE,1.180,NA,NA,NA
checked,NA,Booneville,35.08,-93.98,Panicum virgatum,switchgrass,Panicum,Alamo,Burner,2009,observational,October 2005,Time Level of Confidence Unknown,10,2005,2005-10-14 19:00:00 -0500,6,stem_starch,0.77,percent,4,SE,0.300,NA,NA,NA
checked,NA,Booneville,35.08,-93.98,Panicum virgatum,switchgrass,Panicum,Alamo,Burner,2009,observational,Unrecognized Value for Date Level of Confidence,Time Level of Confidence Unknown,NA,NA,2004-08-30 19:00:00 -0500,6.5,stemN,0.63,percent,4,SE,0.080,NA,NA,NA
checked,NA,Booneville,35.08,-93.98,Panicum virgatum,switchgrass,Panicum,Alamo,Burner,2009,observational,October 2005,Time Level of Confidence Unknown,10,2005,2005-10-14 19:00:00 -0500,6,stemN,0.37,percent,4,SE,0.010,NA,NA,NA
checked,NA,Booneville,35.08,-93.98,Panicum virgatum,switchgrass,Panicum,Alamo,Burner,2009,observational,Unrecognized Value for Date Level of Confidence,Time Level of Confidence Unknown,NA,NA,2004-08-30 19:00:00 -0500,6.5,TNCL,10.3,percent,4,SE,0.650,NA,NA,NA
checked,NA,Booneville,35.08,-93.98,Panicum virgatum,switchgrass,Panicum,Alamo,Burner,2009,observational,October 2005,Time Level of Confidence Unknown,10,2005,2005-10-14 19:00:00 -0500,6,TNCL,4.81,percent,4,SE,0.190,NA,NA,NA
checked,NA,Booneville,35.08,-93.98,Panicum virgatum,switchgrass,Panicum,Alamo,Burner,2009,observational,Unrecognized Value for Date Level of Confidence,Time Level of Confidence Unknown,NA,NA,2004-08-30 19:00:00 -0500,6.5,TNCS,15.7,percent,4,SE,1.660,NA,NA,NA
checked,NA,Booneville,35.08,-93.98,Panicum virgatum,switchgrass,Panicum,Alamo,Burner,2009,observational,October 2005,Time Level of Confidence Unknown,10,2005,2005-10-14 19:00:00 -0500,6,TNCS,7.29,percent,4,SE,0.460,NA,NA,NA
checked,NA,Booneville,35.08,-93.98,Panicum virgatum,switchgrass,Panicum,Alamo,Burner,2009,observational,Unrecognized Value for Date Level of Confidence,Time Level of Confidence Unknown,NA,NA,2004-08-30 19:00:00 -0500,6.5,leaf_ash,3.38,percent,4,SE,0.240,NA,NA,NA
checked,NA,Booneville,35.08,-93.98,Panicum virgatum,switchgrass,Panicum,Alamo,Burner,2009,observational,October 2005,Time Level of Confidence Unknown,10,2005,2005-10-14 19:00:00 -0500,6,stem_ash,1.28,percent,4,SE,0.070,NA,NA,NA
checked,NA,Booneville,35.08,-93.98,Panicum virgatum,switchgrass,Panicum,Alamo,Burner,2009,observational,Unrecognized Value for Date Level of Confidence,Time Level of Confidence Unknown,NA,NA,2004-08-30 19:00:00 -0500,6.5,CelluloseL,33.7,percent,4,SE,2.220,NA,NA,NA
checked,NA,Booneville,35.08,-93.98,Panicum virgatum,switchgrass,Panicum,Alamo,Burner,2009,observational,October 2005,Time Level of Confidence Unknown,10,2005,2005-10-14 19:00:00 -0500,6,CelluloseL,31.1,percent,4,SE,1.110,NA,NA,NA
checked,NA,Booneville,35.08,-93.98,Panicum virgatum,switchgrass,Panicum,Alamo,Burner,2009,observational,Unrecognized Value for Date Level of Confidence,Time Level of Confidence Unknown,NA,NA,2004-08-30 19:00:00 -0500,6.5,CelluloseS,47.6,percent,4,SE,4.260,NA,NA,NA
checked,NA,Booneville,35.08,-93.98,Panicum virgatum,switchgrass,Panicum,Alamo,Burner,2009,observational,October 2005,Time Level of Confidence Unknown,10,2005,2005-10-14 19:00:00 -0500,6,CelluloseS,42.6,percent,4,SE,1.670,NA,NA,NA
checked,NA,Booneville,35.08,-93.98,Panicum virgatum,switchgrass,Panicum,Alamo,Burner,2009,observational,Unrecognized Value for Date Level of Confidence,Time Level of Confidence Unknown,NA,NA,2004-08-30 19:00:00 -0500,6.5,IVDMDL,48.9,percent,4,SE,1.060,NA,NA,NA
checked,NA,Booneville,35.08,-93.98,Panicum virgatum,switchgrass,Panicum,Alamo,Burner,2009,observational,October 2005,Time Level of Confidence Unknown,10,2005,2005-10-14 19:00:00 -0500,6,IVDMDL,44.9,percent,4,SE,2.120,NA,NA,NA
checked,NA,Booneville,35.08,-93.98,Panicum virgatum,switchgrass,Panicum,Alamo,Burner,2009,observational,Unrecognized Value for Date Level of Confidence,Time Level of Confidence Unknown,NA,NA,2004-08-30 19:00:00 -0500,6.5,IVDMDS,35.9,percent,4,SE,1.670,NA,NA,NA
checked,NA,Booneville,35.08,-93.98,Panicum virgatum,switchgrass,Panicum,Alamo,Burner,2009,observational,October 2005,Time Level of Confidence Unknown,10,2005,2005-10-14 19:00:00 -0500,6,IVDMDS,33,percent,4,SE,1.300,NA,NA,NA
checked,NA,Booneville,35.08,-93.98,Panicum virgatum,switchgrass,Panicum,Alamo,Burner,2009,observational,Unrecognized Value for Date Level of Confidence,Time Level of Confidence Unknown,NA,NA,2004-08-30 19:00:00 -0500,6.5,leaf_starch,3.65,percent,4,SE,0.650,NA,NA,NA
checked,NA,Booneville,35.08,-93.98,Panicum virgatum,switchgrass,Panicum,Alamo,Burner,2009,observational,October 2005,Time Level of Confidence Unknown,10,2005,2005-10-14 19:00:00 -0500,6,leaf_starch,1.29,percent,4,SE,0.150,NA,NA,NA
checked,NA,Booneville,35.08,-93.98,Panicum virgatum,switchgrass,Panicum,Alamo,Burner,2009,observational,Unrecognized Value for Date Level of Confidence,Time Level of Confidence Unknown,NA,NA,2004-08-30 19:00:00 -0500,6.5,leafN,1.25,percent,4,SE,0.030,NA,NA,NA
checked,NA,Booneville,35.08,-93.98,Panicum virgatum,switchgrass,Panicum,Alamo,Burner,2009,observational,October 2005,Time Level of Confidence Unknown,10,2005,2005-10-14 19:00:00 -0500,6,leafN,1.5,percent,4,SE,0.070,NA,NA,NA
checked,NA,Booneville,35.08,-93.98,Panicum virgatum,switchgrass,Panicum,Alamo,Burner,2009,observational,Unrecognized Value for Date Level of Confidence,Time Level of Confidence Unknown,NA,NA,2004-08-30 19:00:00 -0500,6.5,stem_starch,6.14,percent,4,SE,1.180,NA,NA,NA
checked,NA,Booneville,35.08,-93.98,Panicum virgatum,switchgrass,Panicum,Alamo,Burner,2009,observational,October 2005,Time Level of Confidence Unknown,10,2005,2005-10-14 19:00:00 -0500,6,stem_starch,0.77,percent,4,SE,0.300,NA,NA,NA
checked,NA,Booneville,35.08,-93.98,Panicum virgatum,switchgrass,Panicum,Alamo,Burner,2009,observational,Unrecognized Value for Date Level of Confidence,Time Level of Confidence Unknown,NA,NA,2004-08-30 19:00:00 -0500,6.5,stemN,0.63,percent,4,SE,0.080,NA,NA,NA
checked,NA,Booneville,35.08,-93.98,Panicum virgatum,switchgrass,Panicum,Alamo,Burner,2009,observational,October 2005,Time Level of Confidence Unknown,10,2005,2005-10-14 19:00:00 -0500,6,stemN,0.37,percent,4,SE,0.010,NA,NA,NA
checked,NA,Booneville,35.08,-93.98,Panicum virgatum,switchgrass,Panicum,Alamo,Burner,2009,observational,Unrecognized Value for Date Level of Confidence,Time Level of Confidence Unknown,NA,NA,2004-08-30 19:00:00 -0500,6.5,TNCL,10.3,percent,4,SE,0.650,NA,NA,NA
checked,NA,Booneville,35.08,-93.98,Panicum virgatum,switchgrass,Panicum,Alamo,Burner,2009,observational,October 2005,Time Level of Confidence Unknown,10,2005,2005-10-14 19:00:00 -0500,6,TNCL,4.81,percent,4,SE,0.190,NA,NA,NA
checked,NA,Booneville,35.08,-93.98,Panicum virgatum,switchgrass,Panicum,Alamo,Burner,2009,observational,Unrecognized Value for Date Level of Confidence,Time Level of Confidence Unknown,NA,NA,2004-08-30 19:00:00 -0500,6.5,TNCS,15.7,percent,4,SE,1.660,NA,NA,NA
checked,NA,Booneville,35.08,-93.98,Panicum virgatum,switchgrass,Panicum,Alamo,Burner,2009,observational,October 2005,Time Level of Confidence Unknown,10,2005,2005-10-14 19:00:00 -0500,6,TNCS,7.29,percent,4,SE,0.460,NA,NA,NA
checked,EBI Energy farm,Urbana,40.06,-88.20,Panicum virgatum,switchgrass,Panicum,NA,LeBauer,2013,observational,[date unspecified or unknown],00:00:00 (America/Chicago),NA,NA,2011-01-01 00:00:00 -0600,9,stomatal_slope,4.35,ratio,1,SE,0.510,NA,NA,NA
checked,EBI Energy farm,Urbana,40.06,-88.20,Panicum virgatum,switchgrass,Panicum,NA,LeBauer,2013,observational,[date unspecified or unknown],00:00:00 (America/Chicago),NA,NA,2011-01-01 00:00:00 -0600,9,stomatal_slope,3.93,ratio,1,SE,0.130,NA,NA,NA
checked,EBI Energy farm,Urbana,40.06,-88.20,Panicum virgatum,switchgrass,Panicum,NA,LeBauer,2013,observational,[date unspecified or unknown],00:00:00 (America/Chicago),NA,NA,2011-01-01 00:00:00 -0600,9,stomatal_slope,3.74,ratio,1,SE,0.210,NA,NA,NA
checked,EBI Energy farm,Urbana,40.06,-88.20,Panicum virgatum,switchgrass,Panicum,NA,LeBauer,2013,observational,[date unspecified or unknown],00:00:00 (America/Chicago),NA,NA,2011-01-01 00:00:00 -0600,9,stomatal_slope,4.36,ratio,1,SE,0.330,NA,NA,NA
checked,Burning Star,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
checked,Burning Star,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
checked,Burning Star,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
checked,Burning Star,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
checked,Burning Star,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
checked,NA,Desoto,38.13,-90.55,Panicum virgatum,switchgrass,Panicum,Unknown,Skeel,1996,observational,"Week of May 19, 1994",7 PM (America/Chicago),5,1994,1994-05-19 19:00:00 -0500,5.5,stomatal_conductance,13.3,kg m-2 s-1,5,NA,[missing],NA,NA,NA
checked,NA,Desoto,38.13,-90.55,Panicum virgatum,switchgrass,Panicum,Unknown,Skeel,1996,observational,1994 Jun 14,7 PM (America/Chicago),6,1994,1994-06-14 19:00:00 -0500,5,stomatal_conductance,17.2,kg m-2 s-1,5,NA,[missing],NA,NA,NA
checked,NA,Desoto,38.13,-90.55,Panicum virgatum,switchgrass,Panicum,Unknown,Skeel,1996,observational,1994 Jul 14,7 PM (America/Chicago),7,1994,1994-07-14 19:00:00 -0500,5,stomatal_conductance,20,kg m-2 s-1,5,NA,[missing],NA,NA,NA
checked,NA,Desoto,38.13,-90.55,Panicum virgatum,switchgrass,Panicum,Unknown,Skeel,1996,observational,"Week of Aug 4, 1994",7 PM (America/Chicago),8,1994,1994-08-04 19:00:00 -0500,5.5,stomatal_conductance,13.9,kg m-2 s-1,5,NA,[missing],NA,NA,NA
checked,NA,Desoto,38.13,-90.55,Panicum virgatum,switchgrass,Panicum,Unknown,Skeel,1996,observational,"Week of Aug 24, 1994",7 PM (America/Chicago),8,1994,1994-08-24 19:00:00 -0500,5.5,stomatal_conductance,11.1,kg m-2 s-1,5,NA,[missing],NA,NA,NA
checked,Burning Star,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
checked,Burning Star,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
checked,Burning Star,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
checked,Burning Star,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
checked,Burning Star,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
checked,NA,Desoto,38.13,-90.55,Panicum virgatum,switchgrass,Panicum,Unknown,Skeel,1996,observational,1994 Jun 14,7 PM (America/Chicago),6,1994,1994-06-14 19:00:00 -0500,5,stomatal_conductance,11.1,kg m-2 s-1,5,NA,[missing],NA,NA,NA
checked,NA,Desoto,38.13,-90.55,Panicum virgatum,switchgrass,Panicum,Unknown,Skeel,1996,observational,1994 Jul 14,7 PM (America/Chicago),7,1994,1994-07-14 19:00:00 -0500,5,stomatal_conductance,16.7,kg m-2 s-1,5,NA,[missing],NA,NA,NA
checked,NA,Desoto,38.13,-90.55,Panicum virgatum,switchgrass,Panicum,Unknown,Skeel,1996,observational,"Week of Aug 4, 1994",7 PM (America/Chicago),8,1994,1994-08-04 19:00:00 -0500,5.5,stomatal_conductance,12.1,kg m-2 s-1,5,NA,[missing],NA,NA,NA
checked,NA,Desoto,38.13,-90.55,Panicum virgatum,switchgrass,Panicum,Unknown,Skeel,1996,observational,"Week of Aug 24, 1994",7 PM (America/Chicago),8,1994,1994-08-24 19:00:00 -0500,5.5,stomatal_conductance,13.5,kg m-2 s-1,5,NA,[missing],NA,NA,NA
checked,Burning Star,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
checked,NA,Desoto,38.13,-90.55,Panicum virgatum,switchgrass,Panicum,Unknown,Skeel,1996,NA,"Week of Aug 4, 1994",7 PM (America/Chicago),8,1994,1994-08-04 19:00:00 -0500,5.5,PN,16.4,umol CO2 m-2 s-1,5,NA,[missing],NA,NA,NA
checked,NA,Desoto,38.13,-90.55,Panicum virgatum,switchgrass,Panicum,Unknown,Skeel,1996,NA,"Week of Aug 24, 1994",7 PM (America/Chicago),8,1994,1994-08-24 19:00:00 -0500,5.5,PN,11.2,umol CO2 m-2 s-1,5,NA,[missing],NA,NA,NA
checked,NA,Blacksburg,37.18,-80.42,Panicum virgatum,switchgrass,Panicum,Pathfinder,Trocsanyi,2009,observational,1989 May 31,Time Level of Confidence Unknown,5,1989,1989-05-31 19:00:00 -0500,5,SLA,23.3,m2 kg-1,4,NA,[missing],NA,NA,NA
checked,NA,Blacksburg,37.18,-80.42,Panicum virgatum,switchgrass,Panicum,Pathfinder,Trocsanyi,2009,observational,1989 May 31,Time Level of Confidence Unknown,5,1989,1989-05-31 19:00:00 -0500,5,SLA,21.3,m2 kg-1,4,NA,[missing],NA,NA,NA
checked,NA,Blacksburg,37.18,-80.42,Panicum virgatum,switchgrass,Panicum,Pathfinder,Trocsanyi,2009,observational,1989 May 31,Time Level of Confidence Unknown,5,1989,1989-05-31 19:00:00 -0500,5,SLA,21.7,m2 kg-1,4,NA,[missing],NA,NA,NA
checked,NA,Blacksburg,37.18,-80.42,Panicum virgatum,switchgrass,Panicum,Pathfinder,Trocsanyi,2009,observational,1989 Jun 9,Time Level of Confidence Unknown,6,1989,1989-06-09 19:00:00 -0500,5,SLA,19.6,m2 kg-1,4,NA,[missing],NA,NA,NA
checked,NA,Blacksburg,37.18,-80.42,Panicum virgatum,switchgrass,Panicum,Pathfinder,Trocsanyi,2009,observational,1989 Jun 9,Time Level of Confidence Unknown,6,1989,1989-06-09 19:00:00 -0500,5,SLA,21.7,m2 kg-1,4,NA,[missing],NA,NA,NA
checked,NA,Blacksburg,37.18,-80.42,Panicum virgatum,switchgrass,Panicum,Pathfinder,Trocsanyi,2009,observational,1989 Jun 9,Time Level of Confidence Unknown,6,1989,1989-06-09 19:00:00 -0500,5,SLA,20,m2 kg-1,4,NA,[missing],NA,NA,NA
checked,NA,Blacksburg,37.18,-80.42,Panicum virgatum,switchgrass,Panicum,Pathfinder,Trocsanyi,2009,observational,1989 Jun 9,Time Level of Confidence Unknown,6,1989,1989-06-09 19:00:00 -0500,5,SLA,18.2,m2 kg-1,4,NA,[missing],NA,NA,NA
